Feature,Importance
Store_Encoded,0.6444036196086543
CPI,0.1627855830224506
Unemployment,0.13767465703928855
Week,0.041593880469801635
Temperature,0.0062338314846076895
Fuel_Price,0.004117392197636693
Month,0.0029919703826865496
Holiday_Flag,0.00019709681739197988
Quarter,1.9689774820559567e-06
DayOfWeek,0.0
IsWeekend,0.0
