Feature,Importance
Store_Encoded,0.6228015205363607
CPI,0.1675874438906069
Unemployment,0.12030047135904252
Week,0.04742425997150004
Temperature,0.01746681879597928
Fuel_Price,0.01593777791305541
Month,0.005690938062554512
Holiday_Flag,0.0022818858526897946
Quarter,0.0005088836182108202
DayOfWeek,0.0
IsWeekend,0.0
