,0
Linear,0.14694063789051415
Ridge,0.14693885982137733
Lasso,0.14694065303572224
ElasticNet,0.12649660535679175
DecisionTree,0.9153188102488532
RandomForest,0.9434746979108879
GradientBoosting,0.9025229391934528
AdaBoost,0.37211946343732794
SVR,-0.03700805852774347
KNN,0.3044587881189793
XGBoost,0.9684444613381269
LightGBM,0.9631479108533312
