Feature,Importance
Store_Encoded,61.35676498075252
CPI,22.24417246207988
Unemployment,8.006799158013388
Week,3.0415562669491183
Fuel_Price,1.4170028440053
Temperature,1.4135846570623847
Month,1.0625205095829513
Holiday_Flag,0.9537314249037054
Quarter,0.5038676966507564
DayOfWeek,0.0
IsWeekend,0.0
