Feature,Importance
Store_Encoded,0.7076530398698738
CPI,0.1479441739293506
Unemployment,0.061878332228000966
Week,0.05461482035748917
Temperature,0.018217659680303987
Fuel_Price,0.0063236084964933895
Holiday_Flag,0.002255245502615475
Month,0.0010212571334335615
Quarter,9.186280243903858e-05
DayOfWeek,0.0
IsWeekend,0.0
